"KT1 1AA",10,"N",1,1,0,1,0,1,0,518032,169094,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1AB",10,"N",1,1,0,1,0,1,0,518144,169512,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1AD",10,"N",1,1,0,1,0,1,0,518248,169390,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AE",10,"N",52,51,51,1,0,1,0,517812,169535,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AF",10,"N",2,2,2,0,0,1,0,517812,169535,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AJ",10,"N",2,2,2,0,0,1,0,517812,169535,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AL",10,"N",2,2,1,1,0,2,0,517837,169145,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AN",10,"N",64,64,64,0,0,1,0,518257,169462,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1AZ",10,"N",19,19,19,0,0,1,0,517787,169107,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BB",10,"N",15,15,8,7,0,9,0,517938,169123,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BJ",10,"N",7,6,1,6,0,3,1,517992,169223,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BL",10,"N",7,7,0,7,0,1,0,518016,169160,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BP",10,"N",10,10,2,8,0,9,0,518083,169202,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BQ",10,"N",7,7,2,5,0,3,0,517946,169149,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BS",10,"N",7,7,1,6,0,7,0,518047,169167,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1BU",10,"N",1,1,0,1,0,1,0,518105,169218,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1BW",10,"N",11,11,1,10,0,4,0,518129,169254,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1DA",10,"N",5,5,0,5,0,5,0,518137,169283,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1DD",10,"N",1,1,0,1,0,1,0,518173,169247,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1DE",10,"N",1,1,0,1,0,1,0,518135,169273,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1DF",10,"N",8,8,0,8,0,8,0,518226,169271,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1DH",10,"N",1,1,0,1,0,1,0,518153,169296,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1DJ",10,"N",8,8,0,8,0,7,0,518187,169261,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1DN",10,"N",1,1,0,1,0,1,0,518033,169086,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1DX",10,"N",1,1,0,1,0,1,0,517977,169440,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1ED",10,"N",1,1,0,1,0,1,0,518194,169293,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1EE",10,"N",9,9,4,5,0,6,0,518113,169162,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1EF",10,"N",1,1,0,1,0,1,0,518120,169171,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1EG",10,"N",1,1,0,1,0,1,0,518129,169254,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1EL",10,"N",3,3,0,3,0,1,0,518146,169192,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1EP",10,"N",4,4,1,3,0,2,0,518041,169109,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1ER",10,"N",14,14,0,14,0,1,0,518041,169109,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1ET",10,"N",1,1,0,1,0,1,0,517905,169119,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1EU",10,"N",1,1,0,1,0,1,0,517886,169005,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1EY",10,"N",12,11,0,12,0,5,1,517864,169115,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
"KT1 1HD",10,"N",1,1,0,1,0,1,0,517848,169100,"E92000001","E19000003","E18000007","","E09000021","E05000408","L"
"KT1 1HG",10,"N",8,6,7,1,0,4,0,517739,169089,"E92000001","E19000003","E18000007","","E09000021","E05000408","S"
